OTU_ID	kingdom	phylum	class	order	family	genus	species
OTU2162	k__Fungi	p__Basidiomycota	c__Exobasidiomycetes	o__Exobasidiales	f__Exobasidiaceae	g__Exobasidium	s__Exobasidium_dubium
OTU2163	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales			
OTU2164	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales			
OTU2165	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae		
OTU2166	k__Fungi	p__Ascomycota					
OTU2167	k__Fungi						
OTU2168	k__Fungi						
OTU2169	k__Fungi						
OTU2170	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__unidentified	g__unidentified	s__unidentified
OTU2171	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae		
OTU2172	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae		
OTU2173	Unclassified						
OTU2174	k__Fungi						
OTU2175	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2176	k__Fungi	p__Basidiomycota	c__Microbotryomycetes				
OTU2177	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	s__Umbelopsis_ovata
OTU2178	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Plenodomus	s__Plenodomus_biglobosus
OTU2179	k__Fungi	p__Ascomycota	c__Dothideomycetes				
OTU218	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2180	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	g__Byssosphaeria	s__Byssosphaeria_musae
OTU2181	k__Fungi						
OTU2182	k__Fungi						
OTU2183	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Hymenochaetaceae	g__Hymenochaete	
OTU2184	k__Fungi						
OTU2185	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2186	k__Fungi						
OTU2187	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales			
OTU2188	k__Fungi						
OTU2189	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Physalacriaceae	g__Cryptomarasmius	s__Cryptomarasmius_exustoides
OTU219	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU2190	k__Fungi	p__Basidiomycota					
OTU2191	k__Fungi	p__Ascomycota					
OTU2192	k__Fungi						
OTU2193	k__Fungi						
OTU2194	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales			
OTU2196	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU2198	k__Fungi						
OTU2199	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU2200	k__Fungi						
OTU2201	k__Fungi	p__Basidiomycota					
OTU2202	k__Fungi	p__Ascomycota					
OTU2203	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2204	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Lapidomyces	s__Lapidomyces_hispanicus
OTU2205	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU2206	k__Fungi						
OTU2207	k__Fungi	p__GS19	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__unidentified
OTU2208	k__Fungi	p__Ascomycota					
OTU2209	k__Fungi						
OTU2210	k__Fungi	p__Basidiomycota	c__Ustilaginomycetes	o__Ustilaginales	f__Ustilaginaceae	g__Anthracocystis	s__Anthracocystis_everhartii
OTU2211	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Rhynchogastremataceae	g__Papiliotrema	s__Papiliotrema_pseudoalba
OTU2212	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2213	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	
OTU2216	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__unidentified	g__unidentified	s__unidentified
OTU2217	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__unidentified	g__unidentified	s__unidentified
OTU2218	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Curvularia	s__Curvularia_sorghina
OTU2219	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Cylindrocarpon	s__unidentified
OTU2221	k__Fungi						
OTU2222	k__Fungi						
OTU2223	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales			
OTU2224	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Leptodontidium	s__Leptodontidium_trabinellum
OTU2226	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae		
OTU2227	k__Fungi						
OTU2228	k__Fungi						
OTU2229	k__Fungi						
OTU2230	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Rhizophydiaceae	g__Rhizophydium	s__unidentified
OTU2231	k__Fungi						
OTU2232	k__Fungi						
OTU2233	k__Fungi	p__Basidiomycota	c__Geminibasidiomycetes	o__Geminibasidiales	f__Geminibasidiaceae	g__Geminibasidium	s__unidentified
OTU2235	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__unidentified	s__unidentified
OTU2237	k__Fungi						
OTU2238	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Cuniculitremaceae	g__Kockovaella	s__Kockovaella_lichenicola
OTU2239	k__Fungi	p__Ascomycota					
OTU2240	k__Fungi	p__Basidiomycota					
OTU2241	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU2242	k__Fungi						
OTU2244	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2245	k__Fungi						
OTU2246	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	
OTU2247	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Orbilia	s__Orbilia_aristata
OTU2248	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU225	k__Fungi	p__Ascomycota					
OTU2250	k__Fungi	p__Ascomycota	c__Dothideomycetes				
OTU2251	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariomycetes_ord_Incertae_sedis	f__Sordariomycetes_fam_Incertae_sedis	g__Barbatosphaeria	s__Barbatosphaeria_dryina
OTU2253	k__Fungi	p__Ascomycota					
OTU2255	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae		
OTU2256	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Setophoma	
OTU2257	k__Fungi						
OTU2258	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__unidentified	s__unidentified
OTU2259	k__Fungi						
OTU2260	k__Fungi	p__Ascomycota					
OTU2261	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Bondarzewiaceae	g__Heterobasidion	s__Heterobasidion_araucariae
OTU2262	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Falcocladiales	f__Falcocladiaceae	g__Falcocladium	s__Falcocladium_thailandicum
OTU2263	k__Fungi						
OTU2264	k__Fungi						
OTU2265	k__Fungi	p__Ascomycota					
OTU2266	k__Fungi						
OTU2267	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU2268	k__Fungi						
OTU2269	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Magnaporthales	f__Magnaporthaceae	g__Omnidemptus	s__Omnidemptus_affinis
OTU2270	k__Fungi	p__Ascomycota					
OTU2271	k__Fungi						
OTU2272	k__Fungi						
OTU2273	k__Fungi						
OTU2275	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales			
OTU2276	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU2277	k__Fungi	p__Ascomycota					
OTU2278	k__Fungi						
OTU2281	k__Fungi	p__Ascomycota					
OTU2282	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae		
OTU2283	k__Fungi						
OTU2284	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Spizellomycetaceae	g__Spizellomyces	
OTU2285	k__Fungi	p__Ascomycota					
OTU2286	k__Fungi						
OTU2287	k__Fungi						
OTU2288	k__Fungi						
OTU2289	k__Fungi	p__Ascomycota					
OTU2290	k__Fungi						
OTU2291	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Orbilia	s__Orbilia_aristata
OTU2292	k__Fungi						
OTU2293	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Hirsutella	s__Hirsutella_rostrata
OTU2294	k__Fungi						
OTU2295	k__Fungi						
OTU2297	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae		
OTU2298	k__Fungi	p__Ascomycota					
OTU2299	k__Fungi	p__Ascomycota	c__Dothideomycetes				
OTU2300	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Fonsecazyma	s__unidentified
OTU2302	k__Fungi						
OTU2303	k__Fungi						
OTU2304	k__Fungi						
OTU2305	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales			
OTU2306	k__Fungi						
OTU2307	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2308	k__Fungi						
OTU2312	k__Fungi						
OTU2313	k__Fungi	p__Chytridiomycota					
OTU2314	k__Fungi						
OTU2315	k__Fungi	p__Ascomycota					
OTU2316	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Stereaceae	g__Stereum	
OTU2317	k__Fungi						
OTU2319	k__Fungi	p__Glomeromycota					
OTU232	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Lycoperdaceae	g__Lycoperdon	
OTU2320	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	
OTU2321	k__Fungi						
OTU2322	k__Fungi	p__Ascomycota	c__Dothideomycetes				
OTU2323	k__Fungi	p__Ascomycota					
OTU2324	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Auriculariales_fam_Incertae_sedis	g__Oliveonia	s__Oliveonia_pauxilla
OTU2325	k__Fungi						
OTU2326	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Peniophoraceae		
OTU2329	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU233	k__Fungi	p__Ascomycota					
OTU2330	k__Fungi	p__Glomeromycota					
OTU2331	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales			
OTU2332	k__Fungi	p__Glomeromycota					
OTU2333	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariaceae		
OTU2334	k__Fungi						
OTU2335	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__unidentified	s__unidentified
OTU2336	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	g__Thozetella	s__Thozetella_pinicola
OTU2337	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU2338	k__Fungi	p__Glomeromycota					
OTU2339	k__Fungi						
OTU2340	Unclassified						
OTU2341	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales			
OTU2342	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Trichosphaeriales	f__Trichosphaeriaceae	g__Nigrospora	
OTU2343	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Trichosphaeriales	f__Trichosphaeriaceae	g__Nigrospora	
OTU2344	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae		
OTU2346	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Sarocladium	s__unidentified
OTU2347	k__Fungi	p__Glomeromycota					
OTU2348	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Collarina	s__Collarina_aurantiaca
OTU2350	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariomycetes_ord_Incertae_sedis	f__Sordariomycetes_fam_Incertae_sedis	g__Conlarium	s__unidentified
OTU2352	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariales_fam_Incertae_sedis	g__Phialemoniopsis	s__Phialemoniopsis_cornearis
OTU2354	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	s__Entoloma_pleopodium
OTU2355	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Volutella	s__unidentified
OTU2356	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Peniophoraceae		
OTU2357	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Rhizophagus	s__unidentified
OTU2358	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellaceae	g__Cryptococcus	s__unidentified
OTU2359	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU236	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Hodophilus	s__unidentified
OTU2360	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	
OTU2361	k__Fungi	p__Ascomycota					
OTU2362	k__Fungi	p__Chytridiomycota	c__GS13	o__unidentified	f__unidentified	g__unidentified	s__unidentified
OTU2363	k__Fungi						
OTU2365	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae		
OTU2366	Unclassified						
OTU2367	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Devriesia	s__unidentified
OTU2369	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothideaceae	g__Endoconidioma	s__Endoconidioma_populi
OTU237	k__Fungi						
OTU2370	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2371	k__Fungi						
OTU2372	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Phaeomoniellales			
OTU2373	k__Fungi	p__Ascomycota	c__Ascomycota_cls_Incertae_sedis	o__Ascomycota_ord_Incertae_sedis	f__Ascomycota_fam_Incertae_sedis	g__Neocladophialophora	s__Neocladophialophora_quercina
OTU2374	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU2375	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	
OTU2377	Unclassified						
OTU2378	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	
OTU2379	k__Fungi						
OTU238	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Rhizopogonaceae	g__Rhizopogon	
OTU2380	k__Fungi						
OTU2382	k__Fungi						
OTU2383	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariales_fam_Incertae_sedis	g__Phlogicylindrium	s__unidentified
OTU2384	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Ambisporaceae	g__Ambispora	s__Ambispora_leptoticha
OTU2385	k__Fungi						
OTU2386	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Auriscalpiaceae	g__Gloeodontia	s__Gloeodontia_eriobotryae
OTU2388	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Ophiostomatales	f__Ophiostomataceae	g__unidentified	s__unidentified
OTU2389	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae		
OTU239	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales			
OTU2390	k__Plantae						
OTU2391	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__unidentified	g__unidentified	s__unidentified
OTU2392	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae		
OTU2394	k__Fungi						
OTU2395	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Botryobasidiaceae	g__unidentified	s__unidentified
OTU2397	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Rhizopogonaceae	g__Rhizopogon	
OTU2398	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae		
OTU2399	k__Fungi						
OTU240	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	g__Chaetosphaeria	s__Chaetosphaeria_fusiformis
OTU2400	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2402	k__Fungi	p__Ascomycota					
OTU2403	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Ambisporaceae	g__Ambispora	s__Ambispora_leptoticha
OTU2404	k__Fungi	p__Basidiomycota					
OTU2405	k__Fungi						
OTU2409	k__Fungi	p__Ascomycota					
OTU241	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2410	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS21	f__unidentified	g__unidentified	s__unidentified
OTU2411	k__Fungi						
OTU2412	k__Fungi						
OTU2413	k__Fungi						
OTU2414	k__Fungi	p__Basidiomycota	c__Pucciniomycetes	o__Septobasidiales	f__Septobasidiaceae	g__unidentified	s__unidentified
OTU2415	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Peniophoraceae	g__Peniophora	
OTU2416	k__Fungi	p__Ascomycota					
OTU2417	k__Fungi						
OTU2418	k__Fungi						
OTU2419	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__Endogonales	f__Endogonaceae	g__Endogone	s__unidentified
OTU242	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Capnodiales_fam_Incertae_sedis	g__Microcyclospora	s__unidentified
OTU2420	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae		
OTU2421	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU2422	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2423	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU2424	k__Fungi						
OTU2425	k__Fungi						
OTU2427	k__Fungi	p__Ascomycota					
OTU2428	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__Endogonales	f__Endogonaceae	g__Endogone	s__unidentified
OTU243	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariomycetes_ord_Incertae_sedis	f__Sordariomycetes_fam_Incertae_sedis	g__Conlarium	
OTU2431	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU2432	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Marasmiaceae	g__Marasmius	
OTU2433	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Choanephoraceae	g__Poitrasia	s__Poitrasia_circinans
OTU2434	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Microdochiaceae	g__Microdochium	s__Microdochium_phragmitis
OTU2435	k__Fungi	p__Basidiomycota					
OTU2436	k__Fungi	p__Ascomycota					
OTU2437	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS22	f__unidentified	g__unidentified	s__unidentified
OTU2438	k__Fungi	p__Ascomycota					
OTU2439	k__Fungi						
OTU2440	k__Fungi	p__Ascomycota					
OTU2441	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Hymenoscyphus	
OTU2442	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__unidentified	g__unidentified	s__unidentified
OTU2443	k__Fungi						
OTU2444	k__Fungi	p__Ascomycota					
OTU2445	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2446	k__Fungi	p__Ascomycota	c__Dothideomycetes				
OTU2449	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__unidentified	s__unidentified
OTU245	k__Fungi						
OTU2450	k__Fungi						
OTU2452	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales			
OTU2454	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Rhytismatales	f__Rhytismataceae		
OTU2455	k__Fungi						
OTU2456	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU2457	k__Fungi	p__Ascomycota					
OTU2458	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS21	f__unidentified	g__unidentified	s__unidentified
OTU2459	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS21	f__unidentified	g__unidentified	s__unidentified
OTU2460	k__Fungi						
OTU2461	k__Fungi						
OTU2462	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Pleurotaceae	g__Nematoctonus	s__Nematoctonus_tylosporus
OTU2463	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales			
OTU2464	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU2465	k__Fungi	p__Ascomycota					
OTU2466	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2467	k__Fungi						
OTU2470	k__Fungi	p__Basidiomycota					
OTU2471	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Lareunionomyces	s__Lareunionomyces_syzygii
OTU2472	k__Fungi						
OTU2473	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae		
OTU2474	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	
OTU2475	k__Fungi						
OTU2476	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	
OTU2478	k__Fungi						
OTU2479	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae		
OTU2480	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Archaeosporaceae	g__unidentified	s__unidentified
OTU2481	k__Fungi	p__Basidiomycota					
OTU2482	k__Fungi						
OTU2483	k__Fungi	p__Ascomycota					
OTU2484	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae		
OTU2487	k__Fungi						
OTU2488	k__Fungi						
OTU2489	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Trimorphomycetaceae	g__Saitozyma	s__Saitozyma_flava
OTU2490	k__Fungi						
OTU2491	k__Fungi	p__Ascomycota					
OTU2492	k__Fungi						
OTU2493	k__Fungi						
OTU2494	k__Fungi	p__Ascomycota					
OTU2495	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS21	f__unidentified	g__unidentified	s__unidentified
OTU2496	k__Fungi	p__Monoblepharomycota	c__Monoblepharidomycetes				
OTU2497	k__Fungi	p__Ascomycota					
OTU2498	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae		
OTU2499	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Cercospora	
OTU2500	k__Fungi						
OTU2501	k__Fungi						
OTU2502	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae		
OTU2503	k__Fungi						
OTU2504	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Psilocybe	s__unidentified
OTU2505	k__Fungi	p__Ascomycota					
OTU2506	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideomycetes_ord_Incertae_sedis	f__Dothideomycetes_fam_Incertae_sedis	g__Scleroramularia	s__Scleroramularia_musae
OTU2507	k__Fungi						
OTU2508	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__unidentified	s__unidentified
OTU2509	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariomycetes_ord_Incertae_sedis	f__Sordariomycetes_fam_Incertae_sedis	g__Conlarium	s__unidentified
OTU2510	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2511	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Cystodendron	s__unidentified
OTU2512	k__Fungi	p__Ascomycota					
OTU2513	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU2514	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__unidentified	s__unidentified
OTU2515	k__Fungi						
OTU2516	k__Fungi	p__Ascomycota					
OTU2517	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Acaulosporaceae	g__Acaulospora	s__Acaulospora_koskei
OTU2518	k__Fungi	p__Ascomycota					
OTU2519	Unclassified						
OTU2520	k__Fungi						
OTU2521	k__Fungi						
OTU2523	k__Fungi						
OTU2524	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__unidentified	g__unidentified	s__unidentified
OTU2525	k__Fungi						
OTU2526	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae		
OTU2527	k__Fungi	p__Ascomycota					
OTU2528	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	
OTU2529	k__Fungi						
OTU2530	k__Fungi	p__Ascomycota					
OTU2531	k__Fungi	p__Ascomycota					
OTU2532	k__Fungi						
OTU2533	k__Fungi						
OTU2534	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__unidentified	s__unidentified
OTU2536	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Cercospora	s__Cercospora_canescens
OTU2538	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae		
OTU2539	k__Fungi						
OTU2540	k__Fungi						
OTU2541	k__Fungi	p__Mucoromycota					
OTU2542	k__Fungi						
OTU2543	k__Fungi	p__Ascomycota					
OTU2544	k__Fungi						
OTU2545	k__Fungi						
OTU2546	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU2547	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariaceae	g__Nemania	
OTU2548	k__Fungi						
